Reward,Demand_Satisfaction_Pct,Total_Deficit_Tonnes,Total_Surplus_Tonnes,Export_Revenue_EUR,Import_Cost_EUR,Net_Economic_EUR,Land_Utilization_Pct,Crop_Diversity_Index,Adverse_Weather_Ratio,Model,Seed
825450.6236159012,33.33333333333333,19828.781831698772,257816953.53153834,82501425130.09227,5462768.502151854,82495962361.59012,33.33333333333333,2.1015654901674843,0.205607476635514,DQN,74134
810152.9633698936,33.33333333333333,21453.766550853652,253046840.26755062,80974988885.6162,5992548.626828084,80968996336.98936,33.33333333333333,2.1015654901674843,0.3364485981308411,DQN,26795
818059.0894347568,33.33333333333333,20672.958772873564,255516638.37750977,81765324280.80313,5715337.327448608,81759608943.47568,33.33333333333333,2.1015654901674843,0.3364485981308411,DQN,45440
815116.2111717224,33.33333333333333,21899.8209693038,254595059.35980704,81470418995.13826,6097877.96602427,81464321117.17224,33.33333333333333,2.1015654901674843,0.2897196261682243,DQN,66155
821281.6547095027,33.33333333333333,21265.370293838336,256522474.56449193,82087191860.63742,5926389.687149467,82081265470.95027,33.33333333333333,2.1015654901674843,0.308411214953271,DQN,33470
818118.7686701773,33.33333333333333,20204.62924863508,255529958.6264886,81769586760.47635,5609893.458615405,81763976867.01773,33.33333333333333,2.1015654901674843,0.2616822429906542,DQN,40722
814542.3836689298,33.33333333333333,21572.93238979737,254416043.66242126,81413133971.97481,5995605.081828272,81407138366.89297,33.33333333333333,2.1015654901674843,0.29906542056074764,DQN,48753
813393.290314148,33.33333333333333,20327.592939712275,254056427.83036277,81298056905.71608,5627874.301284206,81292429031.4148,33.33333333333333,2.1015654901674843,0.308411214953271,DQN,90411
798898.3544595478,33.33333333333333,20646.8614489341,249533298.54672647,79850655534.95247,5720088.997694547,79844935445.95477,33.33333333333333,2.1015654901674843,0.40186915887850466,DQN,92999
820006.4069914819,33.33333333333333,21744.562118054844,256121108.05808038,81958754578.58572,6013879.437533445,81952740699.1482,33.33333333333333,2.1015654901674843,0.2616822429906542,DQN,28965
811827.0787380609,33.33333333333333,20076.909768304457,253568779.71572825,81142009509.03304,5601635.22694152,81136407873.80609,33.33333333333333,2.1015654901674843,0.3364485981308411,DQN,25024
820860.4729767987,33.33333333333333,20758.903786512023,256390389.7390858,82044924716.50745,5777418.82758326,82039147297.67987,33.33333333333333,2.1015654901674843,0.308411214953271,DQN,40414
818405.780350488,33.33333333333333,21008.58791488209,255626592.14312938,81800509485.8014,5831450.7526062,81794678035.0488,33.33333333333333,2.1015654901674843,0.35514018691588783,DQN,20052
812276.6622620273,33.33333333333333,22084.72526801261,253710843.9655058,81187470068.96185,6103842.759131429,81181366226.20273,33.33333333333333,2.1015654901674843,0.3364485981308411,DQN,56844
814749.3002231041,33.33333333333333,21296.994173343366,254482248.83476797,81434319627.12575,5889604.815340591,81428430022.31041,33.33333333333333,2.1015654901674843,0.32710280373831774,DQN,53391
820111.3244889835,33.33333333333333,20473.461474270534,256154517.75006333,81969445680.02026,5613231.121918731,81963832448.89835,33.33333333333333,2.1015654901674843,0.2897196261682243,DQN,46562
806433.2283713741,33.33333333333333,21040.37512740778,251885065.68464416,80603221019.08614,5798181.948736491,80597422837.1374,33.33333333333333,2.1015654901674843,0.35514018691588783,DQN,46330
814572.856692558,33.33333333333333,19397.74725945292,254424311.9045097,81415779809.4431,5394140.187296104,81410385669.2558,33.33333333333333,2.1015654901674843,0.308411214953271,DQN,85904
821601.4765226599,33.33333333333333,21791.377218979276,256617725.67890936,82117672217.25099,6024564.984997299,82111647652.26599,33.33333333333333,2.1015654901674843,0.2336448598130841,DQN,14979
812178.2349494229,33.33333333333333,21249.27169308786,253678582.14625034,81177146286.80011,5822791.857814658,81171323494.94229,33.33333333333333,2.1015654901674843,0.32710280373831774,DQN,76650
811346.6142112063,33.33333333333333,20857.22417286929,253418607.02160665,81093954246.91412,5792825.793481882,81088161421.12064,33.33333333333333,2.1015654901674843,0.32710280373831774,DQN,58065
812712.7110397576,33.33333333333333,19279.572479853443,253842123.84315774,81229479629.81047,5308525.834716953,81224171103.97575,33.33333333333333,2.1015654901674843,0.29906542056074764,DQN,79298
800959.5409588814,33.33333333333333,21153.73129945431,250174746.20432657,80055918785.3845,5864689.496373914,80050054095.88814,33.33333333333333,2.1015654901674843,0.35514018691588783,DQN,57449
820708.6472403337,33.33333333333333,20706.946105122406,256339628.6034959,82028681153.11868,5716429.085317177,82022964724.03337,33.33333333333333,2.1015654901674843,0.2616822429906542,DQN,77106
820380.9142635146,33.33333333333333,20352.91481584656,256232558.28153524,81994418650.09128,5627223.739825295,81988791426.35146,33.33333333333333,2.1015654901674843,0.19626168224299065,DQN,60543
822881.8543363354,33.33333333333333,21215.563305959433,257019194.49538773,82246142238.52408,5856804.890528366,82240285433.63354,33.33333333333333,2.1015654901674843,0.2616822429906542,DQN,71196
826991.4703819004,33.33333333333333,22003.123509020545,258301859.555774,82656595057.84769,6148019.657634572,82650447038.19005,33.33333333333333,2.1015654901674843,0.22429906542056074,DQN,41355
822836.4147453145,33.33333333333333,20392.826784431083,257002771.95120788,82240887024.38652,5745549.855066749,82235141474.53145,33.33333333333333,2.1015654901674843,0.2336448598130841,DQN,89397
808199.6665156819,33.33333333333333,20521.71147483537,252440240.72541693,80780877032.13342,5610380.565225893,80775266651.56819,33.33333333333333,2.1015654901674843,0.411214953271028,DQN,29004
