region,year,eurostat_crop_category,production_structure,eurostat_area_thousand_ha,region_normalised,eurostat_area_ha
Ile de France,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,15.97,ile de france,15970.0
Ile de France,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,19.19,ile de france,19190.0
Ile de France,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,16.47,ile de france,16470.0
Centre — Val de Loire,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,37.64,centre - val de loire,37640.0
Centre — Val de Loire,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,43.44,centre - val de loire,43440.0
Centre — Val de Loire,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,53.01,centre - val de loire,53010.0
Centre — Val de Loire,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,41.75,centre - val de loire,41750.0
Centre — Val de Loire,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,45.98,centre - val de loire,45980.0
Centre — Val de Loire,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,55.96,centre - val de loire,55960.0
Centre — Val de Loire,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,53.19,centre - val de loire,53190.0
Centre — Val de Loire,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,39.69,centre - val de loire,39690.0
Centre — Val de Loire,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,46.87,centre - val de loire,46870.0
Centre — Val de Loire,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,39.49,centre - val de loire,39490.0
Bourgogne-Franche-Comté,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,19.48,bourgogne-franche-comte,19480.0
Bourgogne-Franche-Comté,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,25.58,bourgogne-franche-comte,25580.0
Bourgogne-Franche-Comté,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,34.75,bourgogne-franche-comte,34750.0
Bourgogne-Franche-Comté,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,23.94,bourgogne-franche-comte,23940.0
Bourgogne-Franche-Comté,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,35.3,bourgogne-franche-comte,35300.0
Bourgogne-Franche-Comté,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,43.88,bourgogne-franche-comte,43880.0
Bourgogne-Franche-Comté,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,40.98,bourgogne-franche-comte,40980.0
Bourgogne-Franche-Comté,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,28.8,bourgogne-franche-comte,28800.0
Bourgogne-Franche-Comté,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,25.64,bourgogne-franche-comte,25640.0
Bourgogne-Franche-Comté,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,22.5,bourgogne-franche-comte,22500.0
Normandie,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,28.8,normandie,28800.0
Normandie,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,29.5,normandie,29500.0
Normandie,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,28.5,normandie,28500.0
Normandie,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,20.28,normandie,20280.0
Normandie,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,15.61,normandie,15610.0
Normandie,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,22.45,normandie,22450.0
Normandie,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,20.89,normandie,20890.0
Normandie,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,18.82,normandie,18820.0
Normandie,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,21.16,normandie,21160.0
Normandie,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,21.34,normandie,21340.0
Hauts-de-France,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,45.38,hauts-de-france,45380.0
Hauts-de-France,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,39.43,hauts-de-france,39430.0
Hauts-de-France,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,29.96,hauts-de-france,29960.0
Hauts-de-France,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,23.65,hauts-de-france,23650.0
Hauts-de-France,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,23.06,hauts-de-france,23060.0
Hauts-de-France,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,32.52,hauts-de-france,32520.000000000004
Hauts-de-France,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,30.89,hauts-de-france,30890.0
Hauts-de-France,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,24.28,hauts-de-france,24280.0
Hauts-de-France,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,30.66,hauts-de-france,30660.0
Hauts-de-France,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,29.49,hauts-de-france,29490.0
Grand Est,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,46.23,grand est,46230.0
Grand Est,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,53.47,grand est,53470.0
Grand Est,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,52.7,grand est,52700.0
Grand Est,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,36.55,grand est,36550.0
Grand Est,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,36.88,grand est,36880.0
Grand Est,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,52.14,grand est,52140.0
Grand Est,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,62.1,grand est,62100.0
Grand Est,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,43.61,grand est,43610.0
Grand Est,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,48.43,grand est,48430.0
Grand Est,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,39.05,grand est,39050.0
Pays de la Loire,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,17.5,pays de la loire,17500.0
Pays de la Loire,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,20.54,pays de la loire,20540.0
Pays de la Loire,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,23.13,pays de la loire,23130.0
Pays de la Loire,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,20.92,pays de la loire,20920.0
Pays de la Loire,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,21.22,pays de la loire,21220.0
Pays de la Loire,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,24.15,pays de la loire,24150.0
Pays de la Loire,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,25.87,pays de la loire,25870.0
Pays de la Loire,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,22.08,pays de la loire,22080.0
Pays de la Loire,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,28.08,pays de la loire,28080.0
Pays de la Loire,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,26.09,pays de la loire,26090.0
Bretagne,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,6.52,bretagne,6520.0
Bretagne,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,8.88,bretagne,8880.0
Bretagne,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,9.46,bretagne,9460.0
Bretagne,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,8.0,bretagne,8000.0
Bretagne,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,8.37,bretagne,8370.0
Bretagne,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,10.01,bretagne,10010.0
Bretagne,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,10.27,bretagne,10270.0
Bretagne,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,9.68,bretagne,9680.0
Bretagne,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,13.5,bretagne,13500.0
Bretagne,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,12.63,bretagne,12630.0
Nouvelle-Aquitaine,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,30.61,nouvelle-aquitaine,30610.0
Nouvelle-Aquitaine,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,34.95,nouvelle-aquitaine,34950.0
Nouvelle-Aquitaine,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,47.74,nouvelle-aquitaine,47740.0
Nouvelle-Aquitaine,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,46.95,nouvelle-aquitaine,46950.0
Nouvelle-Aquitaine,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,51.08,nouvelle-aquitaine,51080.0
Nouvelle-Aquitaine,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,69.95,nouvelle-aquitaine,69950.0
Nouvelle-Aquitaine,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,68.22,nouvelle-aquitaine,68220.0
Nouvelle-Aquitaine,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,55.43,nouvelle-aquitaine,55430.0
Nouvelle-Aquitaine,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,61.52,nouvelle-aquitaine,61520.0
Nouvelle-Aquitaine,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,56.62,nouvelle-aquitaine,56620.0
Occitanie,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,30.48,occitanie,30480.0
Occitanie,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,40.81,occitanie,40810.0
Occitanie,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,49.16,occitanie,49160.0
Occitanie,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,47.31,occitanie,47310.0
Occitanie,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,49.41,occitanie,49410.0
Occitanie,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,42.52,occitanie,42520.0
Occitanie,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,47.76,occitanie,47760.0
Occitanie,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,38.86,occitanie,38860.0
Occitanie,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,47.22,occitanie,47220.0
Occitanie,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,45.6,occitanie,45600.0
Auvergne-Rhône-Alpes,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,9.32,auvergne-rhone-alpes,9320.0
Auvergne-Rhône-Alpes,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,10.14,auvergne-rhone-alpes,10140.0
Auvergne-Rhône-Alpes,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,11.01,auvergne-rhone-alpes,11010.0
Auvergne-Rhône-Alpes,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,10.07,auvergne-rhone-alpes,10070.0
Auvergne-Rhône-Alpes,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,10.5,auvergne-rhone-alpes,10500.0
Auvergne-Rhône-Alpes,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,11.63,auvergne-rhone-alpes,11630.0
Auvergne-Rhône-Alpes,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,10.09,auvergne-rhone-alpes,10090.0
Auvergne-Rhône-Alpes,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,8.82,auvergne-rhone-alpes,8820.0
Auvergne-Rhône-Alpes,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,7.97,auvergne-rhone-alpes,7970.0
Auvergne-Rhône-Alpes,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,8.68,auvergne-rhone-alpes,8680.0
Provence-Alpes-Côte d’Azur,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,2.51,provence-alpes-cote d'azur,2510.0
Provence-Alpes-Côte d’Azur,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,2.39,provence-alpes-cote d'azur,2390.0
Provence-Alpes-Côte d’Azur,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,2.5,provence-alpes-cote d'azur,2500.0
Provence-Alpes-Côte d’Azur,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,1.7,provence-alpes-cote d'azur,1700.0
Provence-Alpes-Côte d’Azur,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,1.61,provence-alpes-cote d'azur,1610.0
Provence-Alpes-Côte d’Azur,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,3.01,provence-alpes-cote d'azur,3010.0
Provence-Alpes-Côte d’Azur,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,2.66,provence-alpes-cote d'azur,2660.0
Provence-Alpes-Côte d’Azur,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,2.61,provence-alpes-cote d'azur,2610.0
Provence-Alpes-Côte d’Azur,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,3.31,provence-alpes-cote d'azur,3310.0
Provence-Alpes-Côte d’Azur,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,2.71,provence-alpes-cote d'azur,2710.0
Corse,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,corse,10.0
Corse,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,corse,30.0
Corse,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.11,corse,110.0
Corse,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,corse,10.0
Corse,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,corse,10.0
Corse,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,corse,10.0
Corse,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,corse,10.0
Corse,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,corse,10.0
Corse,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,corse,30.0
Corse,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.06,corse,60.0
Guadeloupe,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,guadeloupe,10.0
Guadeloupe,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guadeloupe,0.0
Guadeloupe,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,guadeloupe,10.0
Guadeloupe,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guadeloupe,0.0
Guadeloupe,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guadeloupe,0.0
Guadeloupe,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,guadeloupe,30.0
Guadeloupe,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,guadeloupe,30.0
Guadeloupe,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,guadeloupe,30.0
Guadeloupe,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,guadeloupe,30.0
Guadeloupe,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,guadeloupe,30.0
Martinique,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0
Martinique,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,martinique,10.0
Martinique,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0
Martinique,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.17,martinique,170.0
Martinique,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,martinique,10.0
Martinique,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0
Martinique,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0
Martinique,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0
Martinique,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0
Martinique,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,martinique,0.0
Guyane,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guyane,0.0
Guyane,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guyane,0.0
Guyane,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guyane,0.0
Guyane,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.02,guyane,20.0
Guyane,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.02,guyane,20.0
Guyane,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.02,guyane,20.0
Guyane,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guyane,0.0
Guyane,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,guyane,10.0
Guyane,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,guyane,10.0
Guyane,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,guyane,10.0
La Réunion,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.19,la reunion,190.0
La Réunion,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,la reunion,0.0
La Réunion,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.19,la reunion,190.0
La Réunion,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,la reunion,0.0
La Réunion,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,la reunion,0.0
La Réunion,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.02,la reunion,20.0
La Réunion,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.02,la reunion,20.0
La Réunion,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.02,la reunion,20.0
La Réunion,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.09,la reunion,90.0
La Réunion,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.07,la reunion,70.0
Mayotte,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,,mayotte,
Mayotte,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.19,mayotte,190.0
Mayotte,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,mayotte,0.0
Mayotte,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,mayotte,0.0
Mayotte,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.17,mayotte,170.0
Mayotte,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.79,mayotte,790.0
